'91','2021-09-19','5617.40','00057','59'
'92','2021-09-19','2090.00','00050','18'
'93','2021-09-19','2090.00','00059','60'
'94','2021-09-20','5760.00','00126','124'
'95','2021-09-20','2090.00','00032','36'
'96','2021-09-20','5760.00','00082','85'
'97','2021-09-22','5760.00','00130','129'
'98','2021-09-22','5760.00','00079','82'
'99','2021-09-23','5760.00','00153','23'
'100','2021-09-24','2090.00','00009','9'
'101','2021-09-24','5760.00','00104','102'
'102','2021-09-25','5760.00','00180','124'
'103','2021-09-25','24760.00','00171','159'
'104','2021-09-25','5760.00','00073','75'
'105','2021-09-25','6032.00','00219','55'
'106','2021-09-26','2090.00','00036','40'
'107','2021-09-26','24650.00','00151','134'
'108','2021-09-27','5760.00','00101','70'
'109','2021-09-27','25570.00','00197','175'
'110','2021-09-28','6032.00','00217','43'
'111','2021-09-29','24346.30','00127','126'
'112','2021-09-29','5760.00','00102','99'
'113','2021-09-29','5760.00','00156','150'
'114','2021-09-30','5760.00','00149','146'
'115','2021-09-30','2090.00','00003','3'
'116','2021-09-30','5760.00','00122','99'
'117','2021-10-01','2090.00','00036','40'
'118','2021-10-01','5761.00','00179','144'
'119','2021-10-01','5443.50','00025','28'
'120','2021-10-01','5761.00','00126','124'
'121','2021-10-02','5761.00','00200','177'
'122','2021-10-03','5761.00','00156','150'
'123','2021-10-03','6032.00','00218','191'
'124','2021-10-03','5761.00','00145','143'
'125','2021-10-04','25071.00','00202','157'
'126','2021-10-05','2090.00','00006','6'
'127','2021-10-05','5761.00','00171','159'
'128','2021-10-06','5761.00','00170','133'
'129','2021-10-06','2090.00','00026','30'
'130','2021-10-07','5761.00','00151','134'
'131','2021-10-07','2090.00','00032','36'
'132','2021-10-08','5761.00','00073','75'
'133','2021-10-08','5761.00','00101','70'
'134','2021-10-08','5761.00','00105','103'
'135','2021-10-09','5617.40','00055','57'
'136','2021-10-09','2090.00','00009','9'
'137','2021-10-10','5761.00','00100','3'
'138','2021-10-11','5761.00','00107','105'
'139','2021-10-11','5761.00','00180','124'
'140','2021-10-11','6032.00','00219','55'
'141','2021-10-11','5761.00','00104','102'
'142','2021-10-12','5761.00','00130','129'
'143','2021-10-12','24558.00','00078','80'
'144','2021-10-13','2090.00','00002','2'
'145','2021-10-15','2090.00','00058','7'
'146','2021-10-17','5761.00','00102','99'
'147','2021-10-17','5761.00','00129','128'
'148','2021-10-18','5761.00','00124','122'
'149','2021-10-19','5761.00','00197','175'
'150','2021-10-19','5761.00','00175','6'
'151','2021-10-20','5761.00','00103','101'
'152','2021-10-20','24058.00','00083','13'
'153','2021-10-21','5761.00','00195','92'
'154','2021-10-22','5761.00','00127','125'
'155','2021-10-22','5761.00','00199','90'
'156','2021-10-23','2090.00','00008','8'
'157','2021-10-23','5761.00','00122','99'
'158','2021-10-23','5761.00','00169','158'
'159','2021-10-24','2090.00','00050','18'
'160','2021-10-24','6032.00','00217','43'
'161','2021-10-25','5761.00','00146','144'
'162','2021-10-25','6032.00','00228','179'
'163','2021-10-25','5761.00','00148','145'
'164','2021-10-25','2090.00','00054','56'
'165','2021-10-26','5761.00','00082','85'
'166','2021-10-27','2090.00','00012','12'
'167','2021-10-27','2090.00','00057','59'
'168','2021-10-27','5761.00','00194','110'
'169','2021-10-27','5761.00','00125','123'
'170','2021-10-27','2090.00','00049','52'
'171','2021-10-28','5761.00','00149','146'
'172','2021-10-28','2090.00','00052','54'
'173','2021-10-29','5761.00','00084','71'
'174','2021-10-30','5761.00','00153','23'
'175','2021-10-30','2090.00','00001','1'
'176','2021-10-30','5761.00','00147','140'
'177','2021-10-30','5761.00','00076','78'
'178','2021-10-31','5761.00','00131','130'
'179','2021-10-31','5761.00','00079','82'
'180','2021-10-31','6032.00','00225','195'
'181','2021-10-31','2090.00','00059','60'
'182','2021-10-31','24058.00','00080','83'
'183','2021-10-31','2090.00','00003','3'
'184','2021-11-01','5762.00','00124','122'
'185','2021-11-01','2090.00','00002','2'
'186','2021-11-02','5617.40','00056','58'
'187','2021-11-02','2090.00','00055','57'
'188','2021-11-03','5762.00','00199','90'
'189','2021-11-03','5762.00','00078','80'
'190','2021-11-04','5762.00','00156','150'
'191','2021-11-04','5762.00','00148','145'
'192','2021-11-04','5762.00','00145','143'
'193','2021-11-05','2090.00','00059','60'
'194','2021-11-05','2090.00','00054','56'
'195','2021-11-05','5762.00','00100','3'
'196','2021-11-05','5762.00','00180','124'
'197','2021-11-06','5762.00','00102','99'
'198','2021-11-06','24348.30','00128','127'
'199','2021-11-06','5762.00','00079','81'
'200','2021-11-07','2090.00','00003','3'
'201','2021-11-07','5762.00','00107','105'
'202','2021-11-07','2090.00','00009','9'
'203','2021-11-08','5762.00','00146','144'
'204','2021-11-08','5762.00','00170','133'
'205','2021-11-08','5762.00','00149','146'
'206','2021-11-08','5762.00','00080','83'
'207','2021-11-08','2090.00','00012','12'
'208','2021-11-08','5762.00','00202','157'
'209','2021-11-09','5762.00','00169','158'
'210','2021-11-09','2090.00','00026','30'
'211','2021-11-09','5762.00','00194','110'
'212','2021-11-09','5762.00','00082','85'
'213','2021-11-10','5762.00','00147','140'
'214','2021-11-10','5762.00','00171','159'
'215','2021-11-10','5762.00','00129','128'
'216','2021-11-10','5762.00','00105','103'
'217','2021-11-12','2090.00','00006','6'
'218','2021-11-12','5762.00','00195','92'
'219','2021-11-13','5762.00','00151','134'
'220','2021-11-13','24972.00','00227','197'
'221','2021-11-14','2090.00','00025','28'
'222','2021-11-14','6032.00','00219','55'
'223','2021-11-14','2090.00','00008','8'
'224','2021-11-14','5762.00','00126','124'
'225','2021-11-14','5762.00','00122','99'
'226','2021-11-15','2090.00','00050','18'
'227','2021-11-15','5762.00','00104','102'
'228','2021-11-16','5762.00','00179','144'
'229','2021-11-17','5762.00','00101','70'
'230','2021-11-17','2090.00','00057','59'
'231','2021-11-18','6032.00','00218','191'
'232','2021-11-19','5762.00','00153','23'
'233','2021-11-19','5762.00','00084','71'
'234','2021-11-20','24059.00','00077','79'
'235','2021-11-20','6032.00','00225','195'
'236','2021-11-20','2090.00','00052','54'
'237','2021-11-20','5762.00','00125','123'
'238','2021-11-20','5762.00','00073','75'
'239','2021-11-20','24972.00','00193','173'
'240','2021-11-21','5762.00','00175','6'
'241','2021-11-22','6032.00','00217','43'
'242','2021-11-22','5762.00','00103','100'
'243','2021-11-23','2090.00','00036','40'
'244','2021-11-23','5762.00','00083','13'
'245','2021-11-24','5762.00','00130','129'
'246','2021-11-24','2090.00','00058','7'
'247','2021-11-24','2090.00','00032','36'
'248','2021-11-25','2090.00','00049','52'
'249','2021-11-26','5762.00','00131','130'
'250','2021-11-26','5590.00','00007','7'
'251','2021-11-27','6032.00','00228','178'
'252','2021-11-27','5762.00','00200','177'
'253','2021-11-27','5762.00','00197','175'
'254','2021-11-29','5762.00','00127','125'
'255','2021-11-30','2090.00','00001','1'
'256','2021-11-30','24862.00','00174','163'
'257','2021-11-30','5762.00','00076','78'
'258','2021-12-01','5763.00','00170','133'
'259','2021-12-01','5763.00','00103','101'
'260','2021-12-02','5763.00','00082','85'
'261','2021-12-02','2090.00','00055','57'
'262','2021-12-03','5763.00','00151','134'
'263','2021-12-03','2090.00','00007','7'
'264','2021-12-03','5763.00','00078','80'
'265','2021-12-03','2090.00','00025','28'
'266','2021-12-03','6032.00','00225','195'
'267','2021-12-04','5763.00','00104','102'
'268','2021-12-05','5763.00','00145','143'
'269','2021-12-05','2090.00','00058','7'
'270','2021-12-06','2090.00','00056','58'
'271','2021-12-06','5763.00','00169','158'
'272','2021-12-06','2090.00','00012','12'
'273','2021-12-07','2090.00','00059','60'
'274','2021-12-07','5763.00','00148','145'
'275','2021-12-08','2090.00','00002','2'
'276','2021-12-09','5763.00','00153','23'
'277','2021-12-09','5763.00','00124','122'
'278','2021-12-09','2090.00','00032','36'
'279','2021-12-09','5763.00','00197','175'
'280','2021-12-10','6032.00','00218','191'
'281','2021-12-10','5763.00','00105','103'
'282','2021-12-10','5763.00','00084','71'
'283','2021-12-10','2090.00','00006','6'
'284','2021-12-11','5763.00','00131','130'
'285','2021-12-11','5763.00','00102','99'
'286','2021-12-11','24863.00','00177','118'
'287','2021-12-11','6032.00','00219','55'
'288','2021-12-12','2090.00','00036','40'
'289','2021-12-14','5763.00','00130','129'
'290','2021-12-14','5590.00','00005','5'
'291','2021-12-15','5763.00','00171','159'
'292','2021-12-15','5763.00','00083','13'
'293','2021-12-15','5457.40','00053','55'
'294','2021-12-16','5763.00','00180','124'
'295','2021-12-16','5763.00','00174','162'
'296','2021-12-17','2090.00','00009','9'
'297','2021-12-17','2090.00','00003','3'
'298','2021-12-17','5763.00','00199','90'
'299','2021-12-17','2090.00','00001','1'
'300','2021-12-17','5763.00','00195','92'
'301','2021-12-17','2090.00','00049','52'
'302','2021-12-18','5763.00','00126','124'
'303','2021-12-18','5763.00','00100','3'
'304','2021-12-18','5763.00','00125','123'
'305','2021-12-18','5763.00','00127','125'
'306','2021-12-20','5763.00','00080','83'
'307','2021-12-20','5763.00','00156','150'
'308','2021-12-21','6032.00','00228','179'
'309','2021-12-21','5763.00','00107','105'
'310','2021-12-21','5763.00','00079','81'
'311','2021-12-22','5763.00','00101','70'
'312','2021-12-22','5763.00','00200','177'
'313','2021-12-23','24972.00','00222','185'
'314','2021-12-23','5763.00','00122','99'
'315','2021-12-24','6032.00','00217','43'
'316','2021-12-24','5763.00','00128','127'
'317','2021-12-24','2090.00','00054','56'
'318','2021-12-24','5763.00','00179','144'
'319','2021-12-24','6032.00','00227','197'
'320','2021-12-25','5763.00','00202','157'
'321','2021-12-25','2090.00','00008','8'
'322','2021-12-26','2090.00','00026','30'
'323','2021-12-26','2090.00','00050','18'
'324','2021-12-27','2090.00','00057','59'
'325','2021-12-28','5763.00','00129','128'
'326','2021-12-28','5763.00','00147','140'
'327','2021-12-28','5763.00','00175','6'
'328','2021-12-28','5763.00','00193','173'
'329','2021-12-29','5763.00','00194','110'
'330','2021-12-29','5763.00','00076','78'
'331','2021-12-30','5763.00','00149','146'
'332','2021-12-30','5763.00','00077','79'
'333','2021-12-30','2090.00','00052','54'
'334','2021-12-30','5763.00','00146','144'
'335','2021-12-31','5763.00','00073','75'
'336','2022-01-01','5764.00','00193','173'
'337','2022-01-01','2090.00','00059','60'
'338','2022-01-01','5764.00','00145','143'
'339','2022-01-02','6032.00','00217','43'
'340','2022-01-02','5764.00','00101','70'
'341','2022-01-03','2090.00','00009','9'
'342','2022-01-03','2090.00','00052','54'
'343','2022-01-03','5764.00','00202','157'
'344','2022-01-03','5764.00','00077','79'
'345','2022-01-04','6032.00','00219','55'
'346','2022-01-05','5764.00','00199','90'
'347','2022-01-05','2090.00','00053','55'
'348','2022-01-05','2090.00','00007','7'
'349','2022-01-05','2090.00','00006','6'
'350','2022-01-06','5764.00','00153','23'
'351','2022-01-06','5764.00','00171','159'
'352','2022-01-06','5764.00','00174','163'
'353','2022-01-06','5764.00','00125','123'
'354','2022-01-06','5764.00','00100','3'
'355','2022-01-07','5764.00','00195','92'
'356','2022-01-07','24252.70','00099','44'
'357','2022-01-08','5764.00','00156','150'
'358','2022-01-09','5764.00','00124','122'
'359','2022-01-09','5764.00','00149','146'
'360','2022-01-09','6032.00','00228','179'
'361','2022-01-09','5764.00','00148','145'
'362','2022-01-10','5764.00','00127','125'
'363','2022-01-10','5764.00','00146','144'
'364','2022-01-10','5764.00','00082','85'
'365','2022-01-11','5764.00','00102','99'
'366','2022-01-11','5764.00','00131','130'
'367','2022-01-12','5764.00','00079','82'
'368','2022-01-12','5764.00','00084','71'
'369','2022-01-13','2090.00','00050','18'
'370','2022-01-14','5764.00','00170','133'
'371','2022-01-15','5764.00','00130','129'
'372','2022-01-15','5764.00','00197','175'
'373','2022-01-16','2090.00','00001','1'
'374','2022-01-17','5764.00','00083','13'
'375','2022-01-17','2090.00','00049','52'
'376','2022-01-17','5764.00','00105','103'
'377','2022-01-18','2090.00','00056','58'
'378','2022-01-18','2090.00','00036','40'
'379','2022-01-18','5764.00','00169','158'
'380','2022-01-18','2090.00','00026','30'
'381','2022-01-19','25364.00','00176','164'
'382','2022-01-19','5764.00','00073','75'
'383','2022-01-20','5764.00','00104','102'
'384','2022-01-20','5764.00','00180','124'
'385','2022-01-20','5764.00','00126','124'
'386','2022-01-21','6032.00','00218','191'
'387','2022-01-21','2090.00','00054','56'
'388','2022-01-22','5764.00','00103','100'
'389','2022-01-22','2090.00','00055','57'
'390','2022-01-22','2090.00','00012','12'
'391','2022-01-22','5764.00','00107','105'
'392','2022-01-23','2090.00','00057','59'
'393','2022-01-23','2090.00','00058','7'
'394','2022-01-23','6032.00','00225','195'
'395','2022-01-23','5764.00','00175','6'
'396','2022-01-23','5764.00','00147','140'
'397','2022-01-24','6032.00','00227','197'
'398','2022-01-24','2090.00','00003','3'
'399','2022-01-24','5764.00','00179','144'
'400','2022-01-24','5764.00','00194','110'
'401','2022-01-26','5764.00','00080','83'
'402','2022-01-26','5764.00','00151','134'
'403','2022-01-26','25074.00','00201','130'
'404','2022-01-27','5764.00','00128','127'
'405','2022-01-27','2090.00','00002','2'
'406','2022-01-28','5764.00','00078','80'
'407','2022-01-28','2090.00','00005','5'
'408','2022-01-28','5764.00','00177','119'
'409','2022-01-29','2090.00','00032','36'
'410','2022-01-29','5764.00','00122','99'
'411','2022-01-29','2090.00','00025','29'
'412','2022-01-29','6032.00','00222','185'
'413','2022-01-30','5764.00','00076','78'
'414','2022-01-30','5764.00','00200','177'
'415','2022-01-31','5764.00','00129','128'
'416','2022-01-31','2090.00','00008','8'
'417','2022-02-01','2090.00','00050','18'
'418','2022-02-01','6032.00','00225','195'
'419','2022-02-02','24865.00','00172','160'
'420','2022-02-02','5765.00','00197','175'
'421','2022-02-02','5765.00','00147','140'
'422','2022-02-02','5765.00','00100','3'
'423','2022-02-02','2090.00','00049','52'
'424','2022-02-03','6032.00','00217','43'
'425','2022-02-03','2090.00','00059','60'
'426','2022-02-03','6032.00','00218','191'
'427','2022-02-03','2090.00','00052','54'
'428','2022-02-04','5765.00','00122','99'
'429','2022-02-04','24951.30','00121','120'
'430','2022-02-04','5765.00','00151','134'
'431','2022-02-04','24062.00','00081','84'
'432','2022-02-04','2090.00','00001','1'
'433','2022-02-05','5765.00','00079','82'
'434','2022-02-05','5765.00','00174','163'
'435','2022-02-05','5765.00','00125','123'
'436','2022-02-05','5765.00','00124','122'
'437','2022-02-06','5765.00','00107','105'
'438','2022-02-06','5765.00','00080','83'
'439','2022-02-07','5765.00','00145','143'
'440','2022-02-08','5765.00','00177','118'
'441','2022-02-08','5765.00','00103','101'
'442','2022-02-08','5765.00','00083','13'
'443','2022-02-08','2090.00','00056','58'
'444','2022-02-08','2090.00','00006','6'
'445','2022-02-08','5765.00','00129','128'
'446','2022-02-09','2090.00','00057','59'
'447','2022-02-10','5765.00','00078','80'
'448','2022-02-10','2090.00','00055','57'
'449','2022-02-10','5443.50','00028','32'
'450','2022-02-10','6032.00','00227','197'
'451','2022-02-10','5765.00','00194','110'
'452','2022-02-11','5765.00','00170','133'
'453','2022-02-11','5765.00','00156','150'
'454','2022-02-11','2090.00','00012','12'
'455','2022-02-11','2090.00','00032','36'
'456','2022-02-13','5765.00','00082','85'
'457','2022-02-13','5765.00','00128','127'
'458','2022-02-14','5765.00','00126','124'
'459','2022-02-14','5765.00','00169','158'
'460','2022-02-14','2090.00','00054','56'
'461','2022-02-15','2090.00','00036','40'
'462','2022-02-15','2090.00','00007','7'
'463','2022-02-15','5765.00','00131','130'
'464','2022-02-15','5765.00','00130','129'
'465','2022-02-15','5765.00','00199','90'
'466','2022-02-17','5765.00','00101','70'
'467','2022-02-17','2090.00','00009','9'
'468','2022-02-18','5765.00','00153','23'
'469','2022-02-18','5765.00','00127','126'
'470','2022-02-19','5765.00','00180','124'
'471','2022-02-19','5765.00','00179','144'
'472','2022-02-20','5765.00','00176','164'
'473','2022-02-20','6032.00','00222','185'
'474','2022-02-20','5765.00','00146','144'
'475','2022-02-21','5765.00','00193','173'
'476','2022-02-21','5765.00','00099','44'
'477','2022-02-21','2090.00','00008','8'
'478','2022-02-21','5765.00','00175','6'
'479','2022-02-21','2090.00','00003','3'
'480','2022-02-21','5765.00','00084','71'
'481','2022-02-22','2090.00','00005','5'
'482','2022-02-22','5765.00','00104','102'
'483','2022-02-23','5765.00','00202','157'
'484','2022-02-23','24555.00','00152','33'
'485','2022-02-23','5765.00','00073','75'
'486','2022-02-24','5765.00','00200','177'
'487','2022-02-24','5765.00','00102','99'
'488','2022-02-24','2090.00','00053','55'
'489','2022-02-24','6032.00','00219','55'
'490','2022-02-24','2090.00','00058','7'
'491','2022-02-24','5765.00','00105','103'
'492','2022-02-25','5765.00','00149','146'
'493','2022-02-25','2090.00','00002','2'
'494','2022-02-26','5443.50','00034','38'
'495','2022-02-26','5765.00','00201','130'
'496','2022-02-27','6032.00','00228','179'
'497','2022-02-27','5765.00','00077','79'
'498','2022-02-27','5765.00','00195','92'
'499','2022-02-27','2090.00','00026','30'
'500','2022-02-27','5765.00','00076','78'
'501','2022-02-27','5765.00','00171','159'
'502','2022-02-27','2090.00','00025','29'
'503','2022-02-28','5765.00','00148','145'
'504','2022-03-01','2090.00','00055','57'
'505','2022-03-01','2090.00','00032','36'
'506','2022-03-01','2090.00','00058','7'
'507','2022-03-01','5766.00','00146','144'
'508','2022-03-01','5443.50','00027','31'
'509','2022-03-01','2090.00','00057','59'
'510','2022-03-01','2090.00','00036','40'
'511','2022-03-02','5766.00','00194','110'
'512','2022-03-02','2090.00','00049','52'
'513','2022-03-02','5766.00','00102','99'
'514','2022-03-03','2090.00','00028','32'
'515','2022-03-03','24254.70','00108','106'
'516','2022-03-03','5766.00','00177','118'
'517','2022-03-04','5766.00','00152','33'
'518','2022-03-05','2090.00','00059','60'
'519','2022-03-05','5766.00','00145','143'
'520','2022-03-05','5766.00','00127','125'
'521','2022-03-05','5603.50','00029','33'
'522','2022-03-05','5766.00','00100','3'
'523','2022-03-06','5766.00','00083','13'
'524','2022-03-06','5766.00','00104','102'
'525','2022-03-07','5766.00','00174','163'
'526','2022-03-07','24976.00','00204','180'
'527','2022-03-08','5766.00','00176','164'
'528','2022-03-08','2090.00','00054','56'
'529','2022-03-08','5766.00','00148','145'
'530','2022-03-08','5766.00','00101','70'
'531','2022-03-09','5766.00','00079','82'
'532','2022-03-09','5766.00','00082','85'
'533','2022-03-10','5766.00','00124','122'
'534','2022-03-11','5766.00','00202','157'
'535','2022-03-12','5766.00','00180','124'
'536','2022-03-12','5766.00','00171','159'
'537','2022-03-13','2090.00','00053','55'
'538','2022-03-14','5766.00','00179','144'
'539','2022-03-14','5766.00','00078','80'
'540','2022-03-14','2090.00','00003','3'
'541','2022-03-14','25209.50','00223','96'
'542','2022-03-14','6032.00','00217','43'
'543','2022-03-14','5766.00','00149','146'
'544','2022-03-14','5766.00','00076','78'
'545','2022-03-15','500','00059','60'
'546','2022-03-15','2090.00','00007','7'
'547','2022-03-15','5766.00','00193','173'
'548','2022-03-15','6032.00','00218','191'
'549','2022-03-16','500','00056','58'
'550','2022-03-16','5766.00','00169','158'
'551','2022-03-16','2090.00','00052','54'
'552','2022-03-16','2090.00','00009','9'
'553','2022-03-16','5766.00','00199','90'
'554','2022-03-16','5766.00','00107','105'
'555','2022-03-16','2090.00','00050','18'
'556','2022-03-17','500','00057','59'
'557','2022-03-17','6032.00','00219','55'
'558','2022-03-17','5766.00','00126','124'
'559','2022-03-17','2090.00','00001','1'
'560','2022-03-17','500','00054','56'
'561','2022-03-18','5766.00','00105','103'
'562','2022-03-18','500','00053','55'
'563','2022-03-18','2090.00','00005','5'
'564','2022-03-18','2090.00','00056','58'
'565','2022-03-19','5766.00','00081','84'
'566','2022-03-19','2090.00','00002','2'
'567','2022-03-19','500','00050','18'
'568','2022-03-19','500','00058','7'
'569','2022-03-20','2090.00','00034','38'
'570','2022-03-20','2090.00','00025','29'
'571','2022-03-20','6032.00','00225','195'
'572','2022-03-21','500','00052','54'
'573','2022-03-21','25476.00','00203','178'
'574','2022-03-21','5766.00','00201','130'
'575','2022-03-21','500','00055','57'
'576','2022-03-21','500','00049','52'
'577','2022-03-22','5766.00','00130','129'
'578','2022-03-22','2090.00','00012','12'
'579','2022-03-22','5766.00','00121','120'
'580','2022-03-22','5766.00','00103','100'
'581','2022-03-22','5766.00','00151','134'
'582','2022-03-22','5766.00','00122','99'
'583','2022-03-22','2090.00','00026','30'
'584','2022-03-22','5766.00','00129','128'
'585','2022-03-23','5766.00','00084','71'
'586','2022-03-23','5766.00','00073','75'
'587','2022-03-24','5766.00','00197','175'
'588','2022-03-24','5766.00','00172','160'
'589','2022-03-24','5766.00','00128','127'
'590','2022-03-24','5766.00','00131','130'
'591','2022-03-24','5766.00','00156','150'
'592','2022-03-24','6032.00','00227','197'
'593','2022-03-25','5766.00','00077','79'
'594','2022-03-25','6032.00','00228','178'
'595','2022-03-25','5766.00','00099','44'
'596','2022-03-25','5766.00','00080','83'
'597','2022-03-25','2090.00','00006','6'
'598','2022-03-26','5766.00','00147','140'
'599','2022-03-26','6032.00','00222','185'
'600','2022-03-26','5766.00','00200','177'
'601','2022-03-27','5766.00','00153','23'
'602','2022-03-27','5766.00','00175','6'
'603','2022-03-28','5766.00','00125','123'
'604','2022-03-28','5766.00','00170','133'
'605','2022-03-30','5766.00','00195','92'
'606','2022-03-31','2090.00','00008','8'
'607','2022-04-01','5767.00','00083','13'
'608','2022-04-01','2090.00','00008','8'
'609','2022-04-02','5767.00','00081','84'
'610','2022-04-02','5767.00','00147','140'
'611','2022-04-03','5767.00','00077','79'
'612','2022-04-04','5767.00','00129','128'
'613','2022-04-05','5767.00','00193','173'
'614','2022-04-05','5767.00','00172','160'
'615','2022-04-05','5767.00','00175','6'
'616','2022-04-05','2090.00','00029','33'
'617','2022-04-05','2090.00','00049','52'
'618','2022-04-06','5767.00','00102','99'
'619','2022-04-06','2090.00','00005','5'
'620','2022-04-06','5767.00','00204','180'
'621','2022-04-06','2090.00','00027','31'
'622','2022-04-06','5767.00','00202','157'
'623','2022-04-07','5767.00','00107','105'
'624','2022-04-07','5767.00','00122','99'
'625','2022-04-07','2090.00','00036','40'
'626','2022-04-07','2090.00','00052','54'
'627','2022-04-07','5767.00','00177','118'
'628','2022-04-08','6032.00','00228','179'
'629','2022-04-11','5767.00','00174','162'
'630','2022-04-11','2090.00','00002','2'
'631','2022-04-11','6032.00','00225','195'
'632','2022-04-13','5767.00','00073','75'
'633','2022-04-13','5767.00','00197','175'
'634','2022-04-13','5767.00','00126','124'
'635','2022-04-14','5767.00','00079','81'
'636','2022-04-14','6032.00','00223','96'
'637','2022-04-15','2090.00','00057','59'
'638','2022-04-15','5767.00','00104','102'
'639','2022-04-15','2090.00','00056','58'
'640','2022-04-15','5767.00','00103','100'
'641','2022-04-15','2090.00','00006','6'
'642','2022-04-16','5767.00','00152','33'
'643','2022-04-16','5767.00','00153','23'
'644','2022-04-16','5767.00','00108','106'
'645','2022-04-16','5767.00','00195','92'
'646','2022-04-16','2090.00','00028','32'
'647','2022-04-16','6032.00','00218','191'
'648','2022-04-17','2090.00','00012','12'
'649','2022-04-17','5767.00','00130','129'
'650','2022-04-17','5767.00','00170','133'
'651','2022-04-18','2090.00','00009','9'
'652','2022-04-18','2090.00','00058','7'
'653','2022-04-18','5767.00','00200','177'
'654','2022-04-18','5767.00','00203','178'
'655','2022-04-18','5767.00','00082','85'
'656','2022-04-19','2090.00','00001','1'
'657','2022-04-19','2090.00','00050','18'
'658','2022-04-19','5767.00','00169','158'
'659','2022-04-19','5767.00','00076','78'
'660','2022-04-19','5767.00','00105','103'
'661','2022-04-20','5767.00','00099','44'
'662','2022-04-20','5767.00','00194','110'
'663','2022-04-20','5767.00','00171','159'
'664','2022-04-20','2090.00','00055','57'
'665','2022-04-20','2090.00','00054','56'
'666','2022-04-21','2090.00','00026','30'
'667','2022-04-22','2090.00','00032','36'
'668','2022-04-22','5767.00','00127','125'
